REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"REGION1","S01B2","SEWSCHPH2",1,2028,6.454977696
"REGION1","S01B2","SEWSCHPH2",1,2029,5.540433696
"REGION1","S01B2","SEWSCHPH2",1,2030,5.346487296
"REGION1","S01B2","SEWSCHPH2",1,2031,4.242727296
"REGION1","S01B2","SEWSCHPH2",1,2032,4.242727296
"REGION1","S01B2","SEWSCHPH2",1,2033,3.990439296
"REGION1","S01B2","SEWSCHPH2",1,2034,3.6991728
"REGION1","S01B2","SEWSCHPH2",1,2035,3.027456
"REGION1","S01B2","SEWSCHPH2",1,2036,3.027456
"REGION1","S01B2","SEWSCHPH2",1,2037,3.027456
"REGION1","S01B2","SEWSCHPH2",1,2038,1.766016
"REGION1","S01B2","SEWSSTPH1",1,2015,0.1292976
"REGION1","S01B2","SEWSSTPH1",1,2016,0.0748847268746023
"REGION1","S01B2","SEWSSTPH1",1,2017,0.108825332126589
"REGION1","S01B2","SEWSSTPH1",1,2019,0.067072987534194
"REGION1","S01B2","SEWSSTPH1",1,2020,0.121889818175225
"REGION1","S01B2","SEWSSTPH1",1,2021,0.1292976
"REGION1","S01B2","SEWSSTPH1",1,2022,0.1292976
"REGION1","S01B2","SEWSSTPH1",1,2024,8.63539205428032
"REGION1","S01B2","SEWSSTPH1",1,2025,36.9665647552901
"REGION1","S01B2","SEWSSTPH1",1,2026,47.0001590559114
"REGION1","S01B2","SEWSSTPH1",1,2027,53.6203000594467
"REGION1","S01B2","SEWSSTPH1",1,2028,60.9790149749179
"REGION1","S01B2","SEWSSTPH1",1,2029,62.922104594692
"REGION1","S01B2","SEWSSTPH1",1,2030,30.3317287183545
"REGION1","S01B2","SEWSSTPH1",1,2031,72.0307300520624
"REGION1","S01B2","SEWSSTPH1",1,2032,71.84523415939
"REGION1","S01B2","SEWSSTPH1",1,2033,78.5026353727397
"REGION1","S01B2","SEWSSTPH1",1,2034,29.1432551355895
"REGION1","S01B2","SEWSSTPH1",1,2035,78.5026353727397
"REGION1","S01B2","SEWSSTPH1",1,2036,78.5026353727397
"REGION1","S01B2","SEWSSTPH1",1,2037,78.5026353727397
"REGION1","S01B2","SEWSSTPH1",1,2038,78.3733377727397
"REGION1","S01B2","SEWSSTPH1",1,2039,78.3733377727397
"REGION1","S01B2","SEWSSTPH1",1,2040,78.3733377727396
"REGION1","S01B2","SEWSSTPH1",1,2041,34.6124369583919
"REGION1","S01B2","SEWSSTPH1",1,2042,78.3733377727397
"REGION1","S01B2","SEWSSTPH1",1,2043,78.3733377727397
"REGION1","S01B2","SEWSSTPH1",1,2044,65.4741637330544
"REGION1","S01B2","SEWSSTPH1",1,2045,48.6643114305404
"REGION1","S01B2","SEWSSTPH1",1,2046,44.2851577587401
"REGION1","S01B2","SEWSSTPH1",1,2047,78.3733377727397
"REGION1","S01B2","SEWSSTPH1",1,2048,37.0791136134339
"REGION1","S01B2","SEWSSTPH1",1,2049,45.3069259389765
"REGION1","S01B2","SEWSSTPH1",1,2050,35.6990757130337
"REGION1","S01B2","SEWSSTPH1",1,2051,39.7170342788209
"REGION1","S01B2","SEWSSTPH1",1,2052,68.3899267805364
"REGION1","S01B2","SEWSSTPH1",1,2053,40.9724396039201
"REGION1","S01B2","SEWSSTPH1",1,2054,66.7263187147692
"REGION1","S01B2","SEWSSTPH1",1,2055,65.5917481825087
"REGION1","S01B2","SEWSSTPH1",1,2056,57.3354327672797
"REGION1","S01B2","SEWSSTPH1",1,2057,36.0446449622387
"REGION1","S01B2","SEWSSTPH1",1,2058,53.6688771586545
"REGION1","S01B2","SEWSSTPH1",1,2059,60.7472948667704
"REGION1","S01B2","SEWSSTPH1",1,2060,59.5931814928059
"REGION1","S01B2","SEstCO001",1,2015,3.8
"REGION1","S01B2","SEstCO001",1,2016,3.5457040273027
"REGION1","S01B2","SEstCO001",1,2017,3.47402824764632
"REGION1","S01B2","SEstCO001",1,2018,3.65244896224673
"REGION1","S01B2","SEstCO001",1,2019,3.63905847168268
"REGION1","S01B2","SEstCO001",1,2020,3.63509247809246
"REGION1","S01B2","SEstCO001",1,2026,0.0316229127923418
"REGION1","S01B2","SEstEA004",1,2026,0.0202601367869902
"REGION1","S01B2","SEstEA004",1,2035,0.0518830495793192
"REGION1","S01B2","SEstEA004",1,2036,0.051883049579326
"REGION1","S01B2","SEstEA004",1,2038,0.0518830495793204
"REGION1","S01B2","SEstEA004",1,2039,0.0518830495793163
"REGION1","S01B2","SEstEA004",1,2042,0.0518830495793169
"REGION1","S01B2","SEstEA004",1,2046,0.0760274658125118
"REGION1","S01B2","SEstEA004",1,2048,0.230858911151397
"REGION1","S01B2","SEstEA004",1,2050,0.0518830495793285
"REGION1","S01B2","SEstEA004",1,2051,0.214153346131471
"REGION1","S01B2","SEstEA004",1,2055,0.270980429616717
"REGION1","S01B2","SEstEA004",1,2060,0.388864873915596
"REGION1","S01B2","SECK00X00",1,2015,38.7828
"REGION1","S01B2","SECK00X00",1,2016,36.1874553026514
"REGION1","S01B2","SECK00X00",1,2017,37.0873868938934
"REGION1","S01B2","SECK00X00",1,2018,38.7472463416277
"REGION1","S01B2","SECK00X00",1,2019,38.8179327880509
"REGION1","S01B2","SECK00X00",1,2020,38.9282506209357
"REGION1","S01B2","SECK00X00",1,2025,0.146708272355902
"REGION1","S01B2","SECK00X00",1,2026,0.807476281956679
"REGION1","S01B2","SECK00X00",1,2027,0.14834485866107
"REGION1","S01B2","SECK00X00",1,2028,0.149163151813651
"REGION1","S01B2","SECK00X00",1,2029,0.149981444966234
"REGION1","S01B2","SECK00X00",1,2030,0.150799738118819
"REGION1","S01B2","SECK00X00",1,2031,0.182827520763939
"REGION1","S01B2","SECK00X00",1,2032,0.152436324423986
"REGION1","S01B2","SECK00X00",1,2033,0.15325461757657
"REGION1","S01B2","SECK00X00",1,2034,0.154072910729151
"REGION1","S01B2","SECK00X00",1,2035,0.508931065806184
"REGION1","S01B2","SECK00X00",1,2036,0.511619758229315
"REGION1","S01B2","SECK00X00",1,2037,0.156527790186896
"REGION1","S01B2","SECK00X00",1,2038,0.514308450652438
"REGION1","S01B2","SECK00X00",1,2039,0.514308450652439
"REGION1","S01B2","SECK00X00",1,2040,0.157418737288945
"REGION1","S01B2","SECK00X00",1,2041,0.158221669284798
"REGION1","S01B2","SECK00X00",1,2042,0.159039962437383
"REGION1","S01B2","SECK00X00",1,2043,0.159873616746691
"REGION1","S01B2","SECK00X00",1,2044,0.160676548742549
"REGION1","S01B2","SECK00X00",1,2045,0.359438282155291
"REGION1","S01B2","SECK00X00",1,2046,0.533368019058858
"REGION1","S01B2","SECK00X00",1,2047,0.163146789357029
"REGION1","S01B2","SECK00X00",1,2048,0.538745403905114
"REGION1","S01B2","SECK00X00",1,2049,0.214998889486986
"REGION1","S01B2","SECK00X00",1,2050,0.165601668814774
"REGION1","S01B2","SECK00X00",1,2051,0.546811481174494
"REGION1","S01B2","SECK00X00",1,2052,0.167238255119943
"REGION1","S01B2","SECK00X00",1,2053,0.168056548272521
"REGION1","S01B2","SECK00X00",1,2054,0.317646802661586
"REGION1","S01B2","SECK00X00",1,2055,0.169693134577682
"REGION1","S01B2","SECK00X00",1,2056,0.168874841425103
"REGION1","S01B2","SECK00X00",1,2057,0.168056548272519
"REGION1","S01B2","SECK00X00",1,2058,0.167238255119937
"REGION1","S01B2","SECK00X00",1,2059,0.16641996196736
"REGION1","S01B2","SECK00X00",1,2060,0.167490070931518
"REGION1","S01B2","SEOI00I00",1,2015,2.17512
"REGION1","S01B2","SEOI00I00",1,2016,2.02956098522806
"REGION1","S01B2","SEOI00I00",1,2017,2.28160944531475
"REGION1","S01B2","SEOI00I00",1,2018,2.35479691765546
"REGION1","S01B2","SEOI00I00",1,2019,2.38438066668652
"REGION1","S01B2","SEOI00I00",1,2020,2.40919941162014
"REGION1","S01B2","SEOI00I00",1,2025,0.0263547794651321
"REGION1","S01B2","SEOI00I00",1,2026,0.105178709892763
"REGION1","S01B2","SEOI00I00",1,2027,0.0266487770049818
"REGION1","S01B2","SEOI00I00",1,2028,0.0267957757749074
"REGION1","S01B2","SEOI00I00",1,2029,0.0269427745448324
"REGION1","S01B2","SEOI00I00",1,2030,0.0270897733147578
"REGION1","S01B2","SEOI00I00",1,2031,0.032843267203104
"REGION1","S01B2","SEOI00I00",1,2032,0.0273837708546083
"REGION1","S01B2","SEOI00I00",1,2033,0.0275307696245332
"REGION1","S01B2","SEOI00I00",1,2034,0.0276777683944583
"REGION1","S01B2","SEOI00I00",1,2035,0.0914247423603924
"REGION1","S01B2","SEOI00I00",1,2036,0.0919077409992782
"REGION1","S01B2","SEOI00I00",1,2037,0.0281187647042328
"REGION1","S01B2","SEOI00I00",1,2038,0.0923907396381626
"REGION1","S01B2","SEOI00I00",1,2039,0.0923907396381627
"REGION1","S01B2","SEOI00I00",1,2040,0.0282788150818464
"REGION1","S01B2","SEOI00I00",1,2041,0.0284230543625386
"REGION1","S01B2","SEOI00I00",1,2042,0.028570053132464
"REGION1","S01B2","SEOI00I00",1,2043,0.0287198113916211
"REGION1","S01B2","SEOI00I00",1,2044,0.0288640506723141
"REGION1","S01B2","SEOI00I00",1,2045,0.0645697512853816
"REGION1","S01B2","SEOI00I00",1,2046,0.0958146142021901
"REGION1","S01B2","SEOI00I00",1,2047,0.0293078064713225
"REGION1","S01B2","SEOI00I00",1,2048,0.0967806114799605
"REGION1","S01B2","SEOI00I00",1,2049,0.0386225549976621
"REGION1","S01B2","SEOI00I00",1,2050,0.0297488027810974
"REGION1","S01B2","SEOI00I00",1,2051,0.0982296073966157
"REGION1","S01B2","SEOI00I00",1,2052,0.0300428003209472
"REGION1","S01B2","SEOI00I00",1,2053,0.030189799090872
"REGION1","S01B2","SEOI00I00",1,2054,0.0570622998793269
"REGION1","S01B2","SEOI00I00",1,2055,0.0304837966307213
"REGION1","S01B2","SEOI00I00",1,2056,0.0303367978607969
"REGION1","S01B2","SEOI00I00",1,2057,0.0301897990908707
"REGION1","S01B2","SEOI00I00",1,2058,0.0300428003209465
"REGION1","S01B2","SEOI00I00",1,2059,0.0298958015510228
"REGION1","S01B2","SEOI00I00",1,2060,0.0300880366942847
"REGION1","S01B2","SEceCO001",1,2017,2.7136636700185
"REGION1","S01B2","SEceCO001",1,2018,2.44569566356879
"REGION1","S01B2","SEceCO001",1,2019,2.79058886569776
"REGION1","S01B2","SEceCO001",1,2020,3.04141182555572
"REGION1","S01B2","SEceCO001",1,2025,0.24402573578826
"REGION1","S01B2","SEceCO001",1,2026,0.806275505652094
"REGION1","S01B2","SEceCO001",1,2027,0.246747935231313
"REGION1","S01B2","SEceCO001",1,2028,0.248109034952847
"REGION1","S01B2","SEceCO001",1,2029,0.249470134674374
"REGION1","S01B2","SEceCO001",1,2030,0.250831234395906
"REGION1","S01B2","SEceCO001",1,2031,0.304104325954682
"REGION1","S01B2","SEceCO001",1,2032,0.253553433838966
"REGION1","S01B2","SEceCO001",1,2033,0.254914533560495
"REGION1","S01B2","SEceCO001",1,2034,0.256275633282021
"REGION1","S01B2","SEceCO001",1,2035,0.846525392225855
"REGION1","S01B2","SEceCO001",1,2036,0.850997601845168
"REGION1","S01B2","SEceCO001",1,2037,0.2603589324466
"REGION1","S01B2","SEceCO001",1,2038,0.855469811464469
"REGION1","S01B2","SEceCO001",1,2039,0.855469811464469
"REGION1","S01B2","SEceCO001",1,2040,0.261840880387467
"REGION1","S01B2","SEceCO001",1,2041,0.263176429282765
"REGION1","S01B2","SEceCO001",1,2042,0.264537529004297
"REGION1","S01B2","SEceCO001",1,2043,0.265924179552047
"REGION1","S01B2","SEceCO001",1,2044,0.267259728447353
"REGION1","S01B2","SEceCO001",1,2045,0.597868067457237
"REGION1","S01B2","SEceCO001",1,2046,0.887172353723982
"REGION1","S01B2","SEceCO001",1,2047,0.271368578438172
"REGION1","S01B2","SEceCO001",1,2048,0.896116772962598
"REGION1","S01B2","SEceCO001",1,2049,0.357616249978353
"REGION1","S01B2","SEceCO001",1,2050,0.275451877602752
"REGION1","S01B2","SEceCO001",1,2051,0.909533401820516
"REGION1","S01B2","SEceCO001",1,2052,0.278174077045803
"REGION1","S01B2","SEceCO001",1,2053,0.279535176767333
"REGION1","S01B2","SEceCO001",1,2054,0.528354628512286
"REGION1","S01B2","SEceCO001",1,2055,0.282257376210382
"REGION1","S01B2","SEceCO001",1,2056,0.28089627648886
"REGION1","S01B2","SEceCO001",1,2057,0.27953517676733
"REGION1","S01B2","SEceCO001",1,2058,0.278174077045803
"REGION1","S01B2","SEceCO001",1,2059,0.276812977324285
"REGION1","S01B2","SEceCO001",1,2060,0.278592932354488
"REGION1","S01B2","SEcePL003",1,2039,0.00272219944305626
"REGION1","S01B2","SEppCO001",1,2015,8274.14692949563
"REGION1","S01B2","SEppCO001",1,2016,8495.85695773153
"REGION1","S01B2","SEppCO001",1,2017,8723.50024746994
"REGION1","S01B2","SEppCO001",1,2018,8957.24363910459
"REGION1","S01B2","SEppCO001",1,2019,9196.36672265762
"REGION1","S01B2","SEppCO001",1,2020,9270.02867253318
"REGION1","S01B2","SEppCO001",1,2021,5827.49438434489
"REGION1","S01B2","SEppCO001",1,2022,5853.82225276789
"REGION1","S01B2","SEppCO001",1,2023,5880.83430273375
"REGION1","S01B2","SEppCO001",1,2024,5908.57710853162
"REGION1","S01B2","SEppCO001",1,2025,5976.49656219381
"REGION1","S01B2","SEppCO001",1,2026,6521.24702529452
"REGION1","S01B2","SEppCO001",1,2027,6835.0061973856
"REGION1","S01B2","SEppCO001",1,2028,6184.77113937459
"REGION1","S01B2","SEppCO001",1,2029,6910.38211265898
"REGION1","S01B2","SEppCO001",1,2030,6327.44310790621
"REGION1","S01B2","SEppCO001",1,2031,6400.01583056626
"REGION1","S01B2","SEppCO001",1,2032,6473.30644886416
"REGION1","S01B2","SEppCO001",1,2033,6619.19683188596
"REGION1","S01B2","SEppCO001",1,2034,7132.19271208007
"REGION1","S01B2","SEppCO001",1,2035,6889.81509054165
"REGION1","S01B2","SEppCO001",1,2036,7146.42921992394
"REGION1","S01B2","SEppCO001",1,2037,7280.88163697706
"REGION1","S01B2","SEppCO001",1,2038,6995.44964414532
"REGION1","S01B2","SEppCO001",1,2039,7088.49996970539
"REGION1","S01B2","SEppCO001",1,2040,7360.38016751235
"REGION1","S01B2","SEppCO001",1,2041,6751.00200612224
"REGION1","S01B2","SEppCO001",1,2042,6774.06140263349
"REGION1","S01B2","SEppCO001",1,2043,7181.02993793582
"REGION1","S01B2","SEppCO001",1,2044,6999.93425904393
"REGION1","S01B2","SEppCO001",1,2045,6848.46107815876
"REGION1","S01B2","SEppCO001",1,2046,6875.04895513992
"REGION1","S01B2","SEppCO001",1,2047,6902.50341526903
"REGION1","S01B2","SEppCO001",1,2048,7200.81433166845
"REGION1","S01B2","SEppCO001",1,2049,6960.07289164001
"REGION1","S01B2","SEppCO001",1,2050,7343.76833460415
"REGION1","S01B2","SEppCO001",1,2051,7104.42562056628
"REGION1","S01B2","SEppCO001",1,2052,7640.75725722566
"REGION1","S01B2","SEppCO001",1,2053,7273.7856059564
"REGION1","S01B2","SEppCO001",1,2054,8605.2478301947
"REGION1","S01B2","SEppCO001",1,2055,8421.21776891944
"REGION1","S01B2","SEppCO001",1,2056,9466.55823405566
"REGION1","S01B2","SEppCO001",1,2057,10250.2143972411
"REGION1","S01B2","SEppCO001",1,2058,9783.61664638888
"REGION1","S01B2","SEppCO001",1,2059,9574.9370810971
"REGION1","S01B2","SEppCO001",1,2060,10534.9292089477
"REGION1","S01B2","SEppBC002",1,2019,69.5316448724674
"REGION1","S01B2","SEppBC002",1,2020,173.137613349378
"REGION1","S01B2","SEppBC002",1,2021,147.759851634508
"REGION1","S01B2","SEppBC002",1,2022,187.158592016333
"REGION1","S01B2","SEppBC002",1,2023,226.597572817068
"REGION1","S01B2","SEppBC002",1,2024,266.036746071594
"REGION1","S01B2","SEppBC002",1,2025,266.036746071594
"REGION1","S01B2","SEppBC002",1,2026,351.049525852644
"REGION1","S01B2","SEppBC002",1,2027,266.036746071594
"REGION1","S01B2","SEppBC002",1,2028,266.036746071594
"REGION1","S01B2","SEppBC002",1,2029,266.036746071594
"REGION1","S01B2","SEppBC002",1,2030,266.036746071595
"REGION1","S01B2","SEppBC002",1,2031,266.036746071595
"REGION1","S01B2","SEppBC002",1,2032,288.996831866093
"REGION1","S01B2","SEppBC002",1,2033,266.036746071594
"REGION1","S01B2","SEppBC002",1,2034,351.049525852643
"REGION1","S01B2","SEppBC002",1,2035,351.049525852644
"REGION1","S01B2","SEppBC002",1,2036,294.307547925141
"REGION1","S01B2","SEppBC002",1,2037,371.709750330567
"REGION1","S01B2","SEppBC002",1,2038,593.832578419986
"REGION1","S01B2","SEppBC002",1,2039,537.23663635465
"REGION1","S01B2","SEppBC002",1,2040,627.054316806921
"REGION1","S01B2","SEppBC002",1,2041,826.084245451846
"REGION1","S01B2","SEppBC002",1,2042,809.139663079682
"REGION1","S01B2","SEppBC002",1,2043,803.202048060228
"REGION1","S01B2","SEppBC002",1,2044,861.965365103062
"REGION1","S01B2","SEppBC002",1,2045,1328.54690802066
"REGION1","S01B2","SEppBC002",1,2046,1292.86288381741
"REGION1","S01B2","SEppBC002",1,2047,1447.67986942006
"REGION1","S01B2","SEppBC002",1,2048,1097.72904368436
"REGION1","S01B2","SEppBC002",1,2049,1526.43424309993
"REGION1","S01B2","SEppBC002",1,2050,1300.14887748723
"REGION1","S01B2","SEppBC002",1,2051,1316.45918111101
"REGION1","S01B2","SEppBC002",1,2052,1199.05532663002
"REGION1","S01B2","SEppBC002",1,2053,1473.48629893526
"REGION1","S01B2","SEppBC002",1,2054,1267.7395782484
"REGION1","S01B2","SEppBC002",1,2055,1370.95884450022
"REGION1","S01B2","SEppBC002",1,2056,1764.74930256824
"REGION1","S01B2","SEppBC002",1,2057,1376.83701604624
"REGION1","S01B2","SEppBC002",1,2058,1621.14575172081
"REGION1","S01B2","SEppBC002",1,2059,1776.43152998701
"REGION1","S01B2","SEppBC002",1,2060,1635.65678995561
"REGION1","S01B2","SEBA00X00",1,2015,101.772007232796
"REGION1","S01B2","SEBA00X00",1,2016,104.499040580098
"REGION1","S01B2","SEBA00X00",1,2017,107.29905304388
"REGION1","S01B2","SEBA00X00",1,2018,110.174096760987
"REGION1","S01B2","SEBA00X00",1,2019,113.97054992062
"REGION1","S01B2","SEBA00X00",1,2020,116.150945316356
"REGION1","S01B2","SEBA00X00",1,2021,73.4956271025466
"REGION1","S01B2","SEBA00X00",1,2022,118.720348902401
"REGION1","S01B2","SEBA00X00",1,2023,75.1214120692751
"REGION1","S01B2","SEBA00X00",1,2024,75.9477504116196
"REGION1","S01B2","SEBA00X00",1,2025,122.681357785136
"REGION1","S01B2","SEBA00X00",1,2026,84.5292475791101
"REGION1","S01B2","SEBA00X00",1,2027,87.3428282045235
"REGION1","S01B2","SEBA00X00",1,2028,126.774472977142
"REGION1","S01B2","SEBA00X00",1,2029,88.2699519623861
"REGION1","S01B2","SEBA00X00",1,2030,81.0998022039269
"REGION1","S01B2","SEBA00X00",1,2031,81.9924466926456
"REGION1","S01B2","SEBA00X00",1,2032,83.1763303529821
"REGION1","S01B2","SEBA00X00",1,2033,84.6883730088779
"REGION1","S01B2","SEBA00X00",1,2034,92.0438795265723
"REGION1","S01B2","SEBA00X00",1,2035,89.0626347816499
"REGION1","S01B2","SEBA00X00",1,2036,138.370456984427
"REGION1","S01B2","SEBA00X00",1,2037,139.891603419334
"REGION1","S01B2","SEBA00X00",1,2038,93.3481713375533
"REGION1","S01B2","SEBA00X00",1,2039,93.7965602545385
"REGION1","S01B2","SEBA00X00",1,2040,98.2454441571271
"REGION1","S01B2","SEBA00X00",1,2041,93.1981608943613
"REGION1","S01B2","SEBA00X00",1,2042,93.273373108272
"REGION1","S01B2","SEBA00X00",1,2043,98.2060534277514
"REGION1","S01B2","SEBA00X00",1,2044,96.7013653770079
"REGION1","S01B2","SEBA00X00",1,2045,100.577198230007
"REGION1","S01B2","SEBA00X00",1,2046,100.465315619175
"REGION1","S01B2","SEBA00X00",1,2047,102.707254401676
"REGION1","S01B2","SEBA00X00",1,2048,102.072083516839
"REGION1","S01B2","SEBA00X00",1,2049,104.384037757301
"REGION1","S01B2","SEBA00X00",1,2050,161.271021567284
"REGION1","S01B2","SEBA00X00",1,2051,163.044837350991
"REGION1","S01B2","SEBA00X00",1,2052,108.729694781425
"REGION1","S01B2","SEBA00X00",1,2053,166.65275043817
"REGION1","S01B2","SEBA00X00",1,2054,121.43774512385
"REGION1","S01B2","SEBA00X00",1,2055,120.443772345062
"REGION1","S01B2","SEBA00X00",1,2056,172.212758697295
"REGION1","S01B2","SEBA00X00",1,2057,143.012732383434
"REGION1","S01B2","SEBA00X00",1,2058,140.278577496749
"REGION1","S01B2","SEBA00X00",1,2059,139.621833916335
"REGION1","S01B2","SEBA00X00",1,2060,149.698207786511
"REGION1","S01B2","SEBL00X00",1,2015,321.03690086443
"REGION1","S01B2","SEBL00X00",1,2016,329.639249959983
"REGION1","S01B2","SEBL00X00",1,2017,338.471809601834
"REGION1","S01B2","SEBL00X00",1,2018,347.541053197258
"REGION1","S01B2","SEBL00X00",1,2019,359.516856660167
"REGION1","S01B2","SEBL00X00",1,2020,366.394851892243
"REGION1","S01B2","SEBL00X00",1,2021,370.42535709824
"REGION1","S01B2","SEBL00X00",1,2022,374.499962391313
"REGION1","S01B2","SEBL00X00",1,2023,378.619476947372
"REGION1","S01B2","SEBL00X00",1,2024,382.784305354371
"REGION1","S01B2","SEBL00X00",1,2025,386.994852200266
"REGION1","S01B2","SEBL00X00",1,2026,391.251926660966
"REGION1","S01B2","SEBL00X00",1,2027,395.555528736472
"REGION1","S01B2","SEBL00X00",1,2028,399.906467602692
"REGION1","S01B2","SEBL00X00",1,2029,278.445051718746
"REGION1","S01B2","SEBL00X00",1,2030,408.751164883187
"REGION1","S01B2","SEBL00X00",1,2031,413.250182940875
"REGION1","S01B2","SEBL00X00",1,2032,417.793705673593
"REGION1","S01B2","SEBL00X00",1,2033,422.38982484044
"REGION1","S01B2","SEBL00X00",1,2034,427.038540441413
"REGION1","S01B2","SEBL00X00",1,2035,431.735806596967
"REGION1","S01B2","SEBL00X00",1,2036,436.485669186647
"REGION1","S01B2","SEBL00X00",1,2037,441.284082330908
"REGION1","S01B2","SEBL00X00",1,2038,294.464150235534
"REGION1","S01B2","SEBL00X00",1,2039,295.87858031513
"REGION1","S01B2","SEBL00X00",1,2040,456.007038007099
"REGION1","S01B2","SEBL00X00",1,2041,461.023928646966
"REGION1","S01B2","SEBL00X00",1,2042,466.093415720961
"REGION1","S01B2","SEBL00X00",1,2043,471.22359098818
"REGION1","S01B2","SEBL00X00",1,2044,476.406362689527
"REGION1","S01B2","SEBL00X00",1,2045,481.64577670455
"REGION1","S01B2","SEBL00X00",1,2046,486.945878912796
"REGION1","S01B2","SEBL00X00",1,2047,492.302623434719
"REGION1","S01B2","SEBL00X00",1,2048,497.716010270318
"REGION1","S01B2","SEBL00X00",1,2049,503.190085299141
"REGION1","S01B2","SEBL00X00",1,2050,508.724848521188
"REGION1","S01B2","SEBL00X00",1,2051,514.320299936459
"REGION1","S01B2","SEBL00X00",1,2052,519.980485424503
"REGION1","S01B2","SEBL00X00",1,2053,525.701359105771
"REGION1","S01B2","SEBL00X00",1,2054,531.482920980264
"REGION1","S01B2","SEBL00X00",1,2055,537.329216927528
"REGION1","S01B2","SEBL00X00",1,2056,543.240246947565
"REGION1","S01B2","SEBL00X00",1,2057,549.216011040375
"REGION1","S01B2","SEBL00X00",1,2058,555.256509205957
"REGION1","S01B2","SEBL00X00",1,2059,561.36578732386
"REGION1","S01B2","SEBL00X00",1,2060,567.539799514536
"REGION1","S01B3","SEBM00X00",1,2016,0.826064115955531
"REGION1","S01B3","SEBM00X00",1,2019,3.8344648637952
"REGION1","S01B3","SEBM00X00",1,2020,102.370168134518
"REGION1","S01B3","SEBM00X00",1,2021,173.060442771253
"REGION1","S01B3","SEBM00X00",1,2022,233.665100652803
"REGION1","S01B3","SEBM00X00",1,2023,246.358790509811
"REGION1","S01B3","SEBM00X00",1,2024,267.591454057613
"REGION1","S01B3","SEBM00X00",1,2025,268.4189678726
"REGION1","S01B3","SEBM00X00",1,2026,212.560962058558
"REGION1","S01B3","SEBM00X00",1,2027,264.319434688505
"REGION1","S01B3","SEBM00X00",1,2028,265.297192253838
"REGION1","S01B3","SEBM00X00",1,2029,265.333251109319
"REGION1","S01B3","SEBM00X00",1,2030,31.3235145095563
"REGION1","S01B3","SEBM00X00",1,2031,25.3585066556706
"REGION1","S01B3","SEBM00X00",1,2032,25.4407111696625
"REGION1","S01B3","SEBM00X00",1,2033,25.4453591678499
"REGION1","S01B3","SEBM00X00",1,2034,25.4639349629216
"REGION1","S01B3","SEBM00X00",1,2035,131.34165986577
"REGION1","S01B3","SEBM00X00",1,2036,131.34165986577
"REGION1","S01B3","SEBM00X00",1,2037,132.753736658783
"REGION1","S01B3","SEBM00X00",1,2038,131.34165986577
"REGION1","S01B3","SEBM00X00",1,2039,131.34165986577
"REGION1","S01B3","SEBM00X00",1,2040,189.167689744005
"REGION1","S01B3","SEBM00X00",1,2041,367.252835055243
"REGION1","S01B3","SEBM00X00",1,2042,363.728673605218
"REGION1","S01B3","SEBM00X00",1,2043,388.908566533509
"REGION1","S01B3","SEBM00X00",1,2044,388.415328052258
"REGION1","S01B3","SEBM00X00",1,2045,413.796271666967
"REGION1","S01B3","SEBM00X00",1,2046,414.282602342739
"REGION1","S01B3","SEBM00X00",1,2047,414.106307017606
"REGION1","S01B3","SEBM00X00",1,2048,412.656633556398
"REGION1","S01B3","SEBM00X00",1,2049,415.762346606705
"REGION1","S01B3","SEBM00X00",1,2050,413.597269872408
"REGION1","S01B3","SEBM00X00",1,2051,412.656633556398
"REGION1","S01B3","SEBM00X00",1,2052,415.667066829673
"REGION1","S01B3","SEBM00X00",1,2053,415.577653258144
"REGION1","S01B3","SEBM00X00",1,2054,417.070902072944
"REGION1","S01B3","SEBM00X00",1,2055,413.620509863343
"REGION1","S01B3","SEBM00X00",1,2056,420.317448956997
"REGION1","S01B3","SEBM00X00",1,2057,421.21871434832
"REGION1","S01B3","SEBM00X00",1,2058,419.112310433814
"REGION1","S01B3","SEBM00X00",1,2059,418.526867842882
"REGION1","S01B3","SEBM00X00",1,2060,400.169450633454
"REGION1","S01B3","SEBMCCPH1",1,2019,1.40272128
"REGION1","S01B3","SEBMCCPH1",1,2020,1.40272128
"REGION1","S01B3","SEBMCCPH1",1,2021,1.40272128
"REGION1","S01B3","SEBMCCPH1",1,2022,1.40272128
"REGION1","S01B3","SEBMCCPH1",1,2023,1.40272128
"REGION1","S01B3","SEBMCCPH1",1,2024,1.40272128
"REGION1","S01B3","SEBMCCPH1",1,2025,1.40272128
"REGION1","S01B3","SEBMCHPH3",1,2028,0.070136064
"REGION1","S01B3","SEBMCHPH3",1,2029,0.070136064
"REGION1","S01B3","SEBMCHPH3",1,2030,0.035068032
"REGION1","S01B3","SEBMSTPH3",1,2020,34.5026961685679
"REGION1","S01B3","SEBMSTPH3",1,2021,59.2628308683738
"REGION1","S01B3","SEBMSTPH3",1,2022,80.4929961738958
"REGION1","S01B3","SEBMSTPH3",1,2023,84.9543059019723
"REGION1","S01B3","SEBMSTPH3",1,2024,92.40426432
"REGION1","S01B3","SEBMSTPH3",1,2025,92.40426432
"REGION1","S01B3","SEBMSTPH3",1,2026,74.3964111169065
"REGION1","S01B3","SEBMSTPH3",1,2027,92.1455010389103
"REGION1","S01B3","SEBMSTPH3",1,2028,92.40426432
"REGION1","S01B3","SEBMSTPH3",1,2029,92.40426432
