REGION,TIMESLICE,TECHNOLOGY,MODE_OF_OPERATION,YEAR,VALUE
"REGION1","S01B1","SEBM00X00",1,2015,0.95616
"REGION1","S01B1","SEBM00X00",1,2016,0.826064115955529
"REGION1","S01B1","SEBM00X00",1,2018,0.95616
"REGION1","S01B1","SEBM00X00",1,2019,3.8344648637952
"REGION1","S01B1","SEBM00X00",1,2020,102.370168134518
"REGION1","S01B1","SEBM00X00",1,2021,173.060442771253
"REGION1","S01B1","SEBM00X00",1,2022,233.665100652803
"REGION1","S01B1","SEBM00X00",1,2023,209.928362369349
"REGION1","S01B1","SEBM00X00",1,2024,267.591454057613
"REGION1","S01B1","SEBM00X00",1,2025,268.4189678726
"REGION1","S01B1","SEBM00X00",1,2026,212.560962058558
"REGION1","S01B1","SEBM00X00",1,2027,264.319434688505
"REGION1","S01B1","SEBM00X00",1,2028,268.063670556376
"REGION1","S01B1","SEBM00X00",1,2029,268.525233907369
"REGION1","S01B1","SEBM00X00",1,2030,31.3235145095563
"REGION1","S01B1","SEBM00X00",1,2031,29.3938639513335
"REGION1","S01B1","SEBM00X00",1,2032,30.6003548663445
"REGION1","S01B1","SEBM00X00",1,2033,31.8725798837504
"REGION1","S01B1","SEBM00X00",1,2034,32.5345265076283
"REGION1","S01B1","SEBM00X00",1,2035,135.722314428771
"REGION1","S01B1","SEBM00X00",1,2036,139.833608002186
"REGION1","S01B1","SEBM00X00",1,2037,137.541058969197
"REGION1","S01B1","SEBM00X00",1,2038,139.838256000374
"REGION1","S01B1","SEBM00X00",1,2039,138.406949962627
"REGION1","S01B1","SEBM00X00",1,2040,196.252209085596
"REGION1","S01B1","SEBM00X00",1,2041,374.337354396836
"REGION1","S01B1","SEBM00X00",1,2042,363.728673605218
"REGION1","S01B1","SEBM00X00",1,2043,394.203700167746
"REGION1","S01B1","SEBM00X00",1,2044,394.142292578057
"REGION1","S01B1","SEBM00X00",1,2045,420.685657295742
"REGION1","S01B1","SEBM00X00",1,2046,421.186178361009
"REGION1","S01B1","SEBM00X00",1,2047,421.190826359197
"REGION1","S01B1","SEBM00X00",1,2048,407.853876659195
"REGION1","S01B1","SEBM00X00",1,2049,416.603721005873
"REGION1","S01B1","SEBM00X00",1,2050,421.204770353758
"REGION1","S01B1","SEBM00X00",1,2051,416.965482260851
"REGION1","S01B1","SEBM00X00",1,2052,417.224827897577
"REGION1","S01B1","SEBM00X00",1,2053,417.473527403695
"REGION1","S01B1","SEBM00X00",1,2054,417.070902072944
"REGION1","S01B1","SEBM00X00",1,2055,415.497847164114
"REGION1","S01B1","SEBM00X00",1,2056,418.308636524624
"REGION1","S01B1","SEBM00X00",1,2057,418.04050233036
"REGION1","S01B1","SEBM00X00",1,2058,418.722684637497
"REGION1","S01B1","SEBM00X00",1,2059,419.008433935682
"REGION1","S01B1","SEBM00X00",1,2060,395.025868170296
"REGION1","S01B1","SEBMCCPH1",1,2019,1.40272128
"REGION1","S01B1","SEBMCCPH1",1,2020,1.40272128
"REGION1","S01B1","SEBMCCPH1",1,2021,1.40272128
"REGION1","S01B1","SEBMCCPH1",1,2022,1.40272128
"REGION1","S01B1","SEBMCCPH1",1,2023,1.40272128
"REGION1","S01B1","SEBMCCPH1",1,2024,1.40272128
"REGION1","S01B1","SEBMCCPH1",1,2025,1.40272128
"REGION1","S01B1","SEBMCHPH3",1,2028,0.0701360640000431
"REGION1","S01B1","SEBMCHPH3",1,2029,0.070136064
"REGION1","S01B1","SEBMSTPH3",1,2020,34.5026961685679
"REGION1","S01B1","SEBMSTPH3",1,2021,58.9281745337175
"REGION1","S01B1","SEBMSTPH3",1,2022,80.1616188952875
"REGION1","S01B1","SEBMSTPH3",1,2023,72.0925520508876
"REGION1","S01B1","SEBMSTPH3",1,2024,92.4042643200001
"REGION1","S01B1","SEBMSTPH3",1,2025,92.1809952639344
"REGION1","S01B1","SEBMSTPH3",1,2026,73.0633759297812
"REGION1","S01B1","SEBMSTPH3",1,2027,91.1772326647538
"REGION1","S01B1","SEBMSTPH3",1,2028,92.40426432
"REGION1","S01B1","SEBMSTPH3",1,2029,92.40426432
"REGION1","S01B1","SEBMSTPH3",1,2030,9.20464621064151
"REGION1","S01B1","SEBMSTPH3",1,2031,7.32381185586069
"REGION1","S01B1","SEBMSTPH3",1,2032,7.74445729739444
"REGION1","S01B1","SEBMSTPH3",1,2033,8.18810969777334
"REGION1","S01B1","SEBMSTPH3",1,2034,8.41816444681981
"REGION1","S01B1","SEBMSTPH3",1,2035,44.5322995339893
"REGION1","S01B1","SEBMSTPH3",1,2036,45.9696269226466
"REGION1","S01B1","SEBMSTPH3",1,2037,45.165607157715
"REGION1","S01B1","SEBMSTPH3",1,2038,45.9696269226465
"REGION1","S01B1","SEBMSTPH3",1,2039,45.4686693084775
"REGION1","S01B1","SEBMSTPH3",1,2040,65.7127590072968
"REGION1","S01B1","SEBMSTPH3",1,2041,128.041025933723
"REGION1","S01B1","SEBMSTPH3",1,2042,124.326357142623
"REGION1","S01B1","SEBMSTPH3",1,2043,134.990969766163
"REGION1","S01B1","SEBMSTPH3",1,2044,134.967880825909
"REGION1","S01B1","SEBMSTPH3",1,2045,144.256410427672
"REGION1","S01B1","SEBMSTPH3",1,2046,144.429966174705
"REGION1","S01B1","SEBMSTPH3",1,2047,144.429966174705
"REGION1","S01B1","SEBMSTPH3",1,2048,139.760402310775
"REGION1","S01B1","SEBMSTPH3",1,2049,142.821224093569
"REGION1","S01B1","SEBMSTPH3",1,2050,144.429966174705
"REGION1","S01B1","SEBMSTPH3",1,2051,142.944587057443
"REGION1","S01B1","SEBMSTPH3",1,2052,143.033731320076
"REGION1","S01B1","SEBMSTPH3",1,2053,143.11914943327
"REGION1","S01B1","SEBMSTPH3",1,2054,142.976603625595
"REGION1","S01B1","SEBMSTPH3",1,2055,142.424407055943
"REGION1","S01B1","SEBMSTPH3",1,2056,144.429966174705
"REGION1","S01B1","SEBMSTPH3",1,2057,144.429966174705
"REGION1","S01B1","SEBMSTPH3",1,2058,144.429966174705
"REGION1","S01B1","SEBMSTPH3",1,2059,144.429966174705
"REGION1","S01B1","SEBMSTPH3",1,2060,137.063842687886
"REGION1","S01B1","SECO00I00",1,2016,13.1291368732787
"REGION1","S01B1","SECO00I00",1,2017,13.9427438013703
"REGION1","S01B1","SECO00I00",1,2021,16.2394109734907
"REGION1","S01B1","SECO00I00",1,2022,18.984327799096
"REGION1","S01B1","SECO00I00",1,2023,15.8298047100195
"REGION1","S01B1","SECO00I00",1,2024,14.3123570799955
"REGION1","S01B1","SECO00I00",1,2025,15.5221859428692
"REGION1","S01B1","SECO00I00",1,2026,6.73035306008121
"REGION1","S01B1","SECO00I00",1,2027,11.4382536406967
"REGION1","S01B1","SECO00I00",1,2028,15.904008879956
"REGION1","S01B1","SECO00I00",1,2029,13.5690550834005
"REGION1","S01B1","SECO00I00",1,2030,4.60571772338453
"REGION1","S01B1","SECO00I00",1,2031,4.88697685269972
"REGION1","S01B1","SECO00I00",1,2032,4.91027284361428
"REGION1","S01B1","SECO00I00",1,2033,4.93356883452884
"REGION1","S01B1","SECO00I00",1,2034,4.95686482544341
"REGION1","S01B1","SECO00I00",1,2035,4.98016081635797
"REGION1","S01B1","SECO00I00",1,2036,5.00345680727253
"REGION1","S01B1","SECO00I00",1,2037,5.0267527981871
"REGION1","S01B1","SECO00I00",1,2038,5.0267527981871
"REGION1","S01B1","SECO00I00",1,2039,5.0267527981871
"REGION1","S01B1","SECO00I00",1,2040,5.05211717466898
"REGION1","S01B1","SECO00I00",1,2041,5.07497584875345
"REGION1","S01B1","SECO00I00",1,2042,5.09827183966801
"REGION1","S01B1","SECO00I00",1,2043,5.12200514741267
"REGION1","S01B1","SECO00I00",1,2044,5.14486382149714
"REGION1","S01B1","SECO00I00",1,2045,5.16859712924179
"REGION1","S01B1","SECO00I00",1,2046,5.19189312015636
"REGION1","S01B1","SECO00I00",1,2047,5.21518911107092
"REGION1","S01B1","SECO00I00",1,2048,5.23848510198549
"REGION1","S01B1","SECO00I00",1,2049,5.26178109290005
"REGION1","S01B1","SECO00I00",1,2050,5.28507708381461
"REGION1","S01B1","SECO00I00",1,2051,5.30837307472918
"REGION1","S01B1","SECO00I00",1,2052,5.33166906564374
"REGION1","S01B1","SECO00I00",1,2053,5.35496505655831
"REGION1","S01B1","SECO00I00",1,2054,5.37826104747287
"REGION1","S01B1","SECO00I00",1,2055,5.40155703838743
"REGION1","S01B1","SECO00I00",1,2056,5.1596566108316
"REGION1","S01B1","SECO00I00",1,2057,5.11659915521132
"REGION1","S01B1","SECO00I00",1,2058,5.14481543719606
"REGION1","S01B1","SECO00I00",1,2059,5.1432992435094
"REGION1","S01B1","SECO00I00",1,2060,4.95306932621729
"REGION1","S01B1","SECO00X00",1,2015,4.79232
"REGION1","S01B1","SECO00X00",1,2016,7.82931694656639
"REGION1","S01B1","SECO00X00",1,2017,4.12345771554926
"REGION1","S01B1","SECO00X00",1,2018,4.79232
"REGION1","S01B1","SECO00X00",1,2021,7.44498902650927
"REGION1","S01B1","SECO00X00",1,2022,4.65311571374558
"REGION1","S01B1","SECO00X00",1,2023,4.65311571374558
"REGION1","S01B1","SECO00X00",1,2024,4.57972292000451
"REGION1","S01B1","SECO00X00",1,2025,7.59790755651422
"REGION1","S01B1","SECO00X00",1,2026,9.1270638380457
"REGION1","S01B1","SECO00X00",1,2027,4.44245924834474
"REGION1","S01B1","SECO00X00",1,2029,1.9635141100086
"REGION1","S01B1","SEEL00TD0",1,2015,509.954470411156
"REGION1","S01B1","SEEL00TD0",1,2016,516.860897739107
"REGION1","S01B1","SEEL00TD0",1,2017,521.44561946852
"REGION1","S01B1","SEEL00TD0",1,2018,527.171337570769
"REGION1","S01B1","SEEL00TD0",1,2019,531.81131771036
"REGION1","S01B1","SEEL00TD0",1,2020,537.560280985503
"REGION1","S01B1","SEEL00TD0",1,2021,544.162731004734
"REGION1","S01B1","SEEL00TD0",1,2022,547.74403809615
"REGION1","S01B1","SEEL00TD0",1,2023,550.385386892135
"REGION1","S01B1","SEEL00TD0",1,2024,553.505103718161
"REGION1","S01B1","SEEL00TD0",1,2025,559.33171739142
"REGION1","S01B1","SEEL00TD0",1,2026,566.314657197008
"REGION1","S01B1","SEEL00TD0",1,2027,570.406404235736
"REGION1","S01B1","SEEL00TD0",1,2028,574.5018755472
"REGION1","S01B1","SEEL00TD0",1,2029,579.267224214426
"REGION1","S01B1","SEEL00TD0",1,2030,583.600696847599
"REGION1","S01B1","SEEL00TD0",1,2031,592.316152866581
"REGION1","S01B1","SEEL00TD0",1,2032,595.755163061356
"REGION1","S01B1","SEEL00TD0",1,2033,599.197212138262
"REGION1","S01B1","SEEL00TD0",1,2034,602.644498494675
"REGION1","S01B1","SEEL00TD0",1,2035,606.095604618718
"REGION1","S01B1","SEEL00TD0",1,2036,610.109116782917
"REGION1","S01B1","SEEL00TD0",1,2037,614.251495880444
"REGION1","S01B1","SEEL00TD0",1,2038,618.450108037163
"REGION1","S01B1","SEEL00TD0",1,2039,622.708425816536
"REGION1","S01B1","SEEL00TD0",1,2040,626.856240310159
"REGION1","S01B1","SEEL00TD0",1,2041,632.928182126899
"REGION1","S01B1","SEEL00TD0",1,2042,639.004624017244
"REGION1","S01B1","SEEL00TD0",1,2043,645.08620614689
"REGION1","S01B1","SEEL00TD0",1,2044,651.171548814197
"REGION1","S01B1","SEEL00TD0",1,2045,657.263060510662
"REGION1","S01B1","SEEL00TD0",1,2046,662.74147674519
"REGION1","S01B1","SEEL00TD0",1,2047,668.224468203194
"REGION1","S01B1","SEEL00TD0",1,2048,673.712035561392
"REGION1","S01B1","SEEL00TD0",1,2049,679.204506346513
"REGION1","S01B1","SEEL00TD0",1,2050,684.623799654902
"REGION1","S01B1","SEEL00TD0",1,2051,687.713740906865
"REGION1","S01B1","SEEL00TD0",1,2052,690.818804583482
"REGION1","S01B1","SEEL00TD0",1,2053,693.938663834739
"REGION1","S01B1","SEEL00TD0",1,2054,697.075517066067
"REGION1","S01B1","SEEL00TD0",1,2055,700.226393519335
"REGION1","S01B1","SEEL00TD0",1,2056,698.116723202061
"REGION1","S01B1","SEEL00TD0",1,2057,700.195734022369
"REGION1","S01B1","SEEL00TD0",1,2058,703.745388849931
"REGION1","S01B1","SEEL00TD0",1,2059,706.697536697736
"REGION1","S01B1","SEEL00TD0",1,2060,704.728605212494
"REGION1","S01B1","SEGO00X00",1,2024,0.0334943869371891
"REGION1","S01B1","SEGO00X00",1,2025,0.0440715617594594
"REGION1","S01B1","SEGO00X00",1,2026,0.0793288111670268
"REGION1","S01B1","SEGO00X00",1,2027,0.114586271100828
"REGION1","S01B1","SEGO00X00",1,2028,0.144378172044
"REGION1","S01B1","SEGO00X00",1,2029,0.185100980442197
"REGION1","S01B1","SEGO00X00",1,2030,0.220357808797297
"REGION1","S01B1","SEGO00X00",1,2031,0.255614637152397
"REGION1","S01B1","SEGO00X00",1,2032,0.290872518138665
"REGION1","S01B1","SEGO00X00",1,2033,0.326129346493765
"REGION1","S01B1","SEGO00X00",1,2034,0.361387227480034
"REGION1","S01B1","SEGO00X00",1,2036,0.431900884190234
"REGION1","S01B1","SEGO00X00",1,2037,0.383216066656084
"REGION1","S01B1","SEGO00X00",1,2039,0.537673474517871
"REGION1","S01B1","SEGO00X00",1,2040,0.57293030287297
"REGION1","S01B1","SEGO00X00",1,2041,0.486990320036659
"REGION1","S01B1","SEGO00X00",1,2042,0.62581659803679
"REGION1","S01B1","SEGO00X00",1,2043,0.652258692987531
"REGION1","S01B1","SEGO00X00",1,2044,0.116650899554983
"REGION1","S01B1","SEGO00X00",1,2045,0.70514498815135
"REGION1","S01B1","SEGO00X00",1,2046,0.713959721555709
"REGION1","S01B1","SEGO00X00",1,2047,0.722773402328899
"REGION1","S01B1","SEGO00X00",1,2048,0.731588135733259
"REGION1","S01B1","SEGO00X00",1,2049,0.74040181650645
"REGION1","S01B1","SEGO00X00",1,2050,0.749216549910809
"REGION1","S01B1","SEGO00X00",1,2051,0.756709178567631
"REGION1","S01B1","SEGO00X00",1,2053,0.771918646320149
"REGION1","S01B1","SEGO00X00",1,2054,0.140090616019014
"REGION1","S01B1","SEGO00X00",1,2055,0.787434429742356
"REGION1","S01B1","SEGO00X00",1,2056,0.795308110882574
"REGION1","S01B1","SEGO00X00",1,2057,0.803261791991059
"REGION1","S01B1","SEGO00X00",1,2058,0.811294420437281
"REGION1","S01B1","SEGO00X00",1,2059,0.819407048852575
"REGION1","S01B1","SEGO00X00",1,2060,0.827600729867295
"REGION1","S01B1","SEGOCVPH2",1,2024,0.00792423327580932
"REGION1","S01B1","SEGOCVPH2",1,2025,0.0104442157777334
"REGION1","S01B1","SEGOCVPH2",1,2026,0.0188313629304126
"REGION1","S01B1","SEGOCVPH2",1,2027,0.0272469595790311
"REGION1","S01B1","SEGOCVPH2",1,2028,0.0343893472286665
"REGION1","S01B1","SEGOCVPH2",1,2029,0.0441639857707772
"REGION1","S01B1","SEGOCVPH2",1,2030,0.0526655215691061
"REGION1","S01B1","SEGOCVPH2",1,2031,0.061217291494109
"REGION1","S01B1","SEGOCVPH2",1,2032,0.0698046576365604
"REGION1","S01B1","SEGOCVPH2",1,2033,0.07842701881352
"REGION1","S01B1","SEGOCVPH2",1,2034,0.0870854565232141
"REGION1","S01B1","SEGOCVPH2",1,2036,0.10450917428248
"REGION1","S01B1","SEGOCVPH2",1,2037,0.092921588974046
"REGION1","S01B1","SEGOCVPH2",1,2039,0.130918587489407
"REGION1","S01B1","SEGOCVPH2",1,2040,0.139795016268208
"REGION1","S01B1","SEGOCVPH2",1,2041,0.119064753452007
"REGION1","S01B1","SEGOCVPH2",1,2042,0.153315024384916
"REGION1","S01B1","SEGOCVPH2",1,2043,0.160115741576399
"REGION1","S01B1","SEGOCVPH2",1,2044,0.028693302460492
"REGION1","S01B1","SEGOCVPH2",1,2045,0.173800465874665
"REGION1","S01B1","SEGOCVPH2",1,2046,0.176330760229912
"REGION1","S01B1","SEGOCVPH2",1,2047,0.178871101238359
"REGION1","S01B1","SEGOCVPH2",1,2048,0.18142207248402
"REGION1","S01B1","SEGOCVPH2",1,2049,0.183983216047166
"REGION1","S01B1","SEGOCVPH2",1,2050,0.186555118676217
"REGION1","S01B1","SEGOCVPH2",1,2051,0.18860910969894
"REGION1","S01B1","SEGOCVPH2",1,2053,0.192785430259051
"REGION1","S01B1","SEGOCVPH2",1,2054,0.035022478892359
"REGION1","S01B1","SEGOCVPH2",1,2055,0.197054676839124
"REGION1","S01B1","SEGOCVPH2",1,2056,0.199223981503836
"REGION1","S01B1","SEGOCVPH2",1,2057,0.201417686881541
"REGION1","S01B1","SEGOCVPH2",1,2058,0.203635602072585
"REGION1","S01B1","SEGOCVPH2",1,2059,0.205878064363998
"REGION1","S01B1","SEGOCVPH2",1,2060,0.20814488890246
"REGION1","S01B1","SEHF00I00",1,2015,14.8934644730921
"REGION1","S01B1","SEHF00I00",1,2016,15.2925425239168
"REGION1","S01B1","SEHF00I00",1,2017,15.7023004454459
"REGION1","S01B1","SEHF00I00",1,2018,16.1230385503883
"REGION1","S01B1","SEHF00I00",1,2019,16.6786170615542
"REGION1","S01B1","SEHF00I00",1,2020,16.9976993145886
"REGION1","S01B1","SEHF00I00",1,2021,17.1846815148668
"REGION1","S01B1","SEHF00I00",1,2022,17.3737095954733
"REGION1","S01B1","SEHF00I00",1,2023,17.5648210954966
"REGION1","S01B1","SEHF00I00",1,2024,17.7580347844811
"REGION1","S01B1","SEHF00I00",1,2025,17.9533694319711
"REGION1","S01B1","SEHF00I00",1,2026,18.1508625770551
"REGION1","S01B1","SEHF00I00",1,2027,18.3505142197332
"REGION1","S01B1","SEHF00I00",1,2028,18.552361899094
"REGION1","S01B1","SEHF00I00",1,2029,18.756443154226
"REGION1","S01B1","SEHF00I00",1,2030,18.962682906952
"REGION1","S01B1","SEHF00I00",1,2031,19.1714002395251
"REGION1","S01B1","SEHF00I00",1,2032,19.3821822219708
"REGION1","S01B1","SEHF00I00",1,2033,19.595404245175
"REGION1","S01B1","SEHF00I00",1,2034,19.8110663091377
"REGION1","S01B1","SEHF00I00",1,2035,20.028980718416
"REGION1","S01B1","SEHF00I00",1,2036,20.2493351684527
"REGION1","S01B1","SEHF00I00",1,2037,20.471941963805
"REGION1","S01B1","SEHF00I00",1,2038,20.6971764953587
"REGION1","S01B1","SEHF00I00",1,2039,20.9479931419027
"REGION1","S01B1","SEHF00I00",1,2040,21.1549656807417
"REGION1","S01B1","SEHF00I00",1,2041,21.3877080300139
"REGION1","S01B1","SEHF00I00",1,2042,21.6228904200446
"REGION1","S01B1","SEHF00I00",1,2043,21.8608882417197
"REGION1","S01B1","SEHF00I00",1,2044,22.1013261041533
"REGION1","S01B1","SEHF00I00",1,2045,22.3443917027884
"REGION1","S01B1","SEHF00I00",1,2046,22.5902727330679
"REGION1","S01B1","SEHF00I00",1,2047,22.8387814995488
"REGION1","S01B1","SEHF00I00",1,2048,23.0899180022312
"REGION1","S01B1","SEHF00I00",1,2049,23.3438699365581
"REGION1","S01B1","SEHF00I00",1,2050,23.6006373025293
"REGION1","S01B1","SEHF00I00",1,2051,23.860220100145
"REGION1","S01B1","SEHF00I00",1,2052,24.1228060248481
"REGION1","S01B1","SEHF00I00",1,2053,24.3882073811956
"REGION1","S01B1","SEHF00I00",1,2054,24.6564241691875
"REGION1","S01B1","SEHF00I00",1,2055,24.9276440842668
"REGION1","S01B1","SEHF00I00",1,2056,25.2018671264335
"REGION1","S01B1","SEHF00I00",1,2057,25.4790932956875
"REGION1","S01B1","SEHF00I00",1,2058,25.759322592029
"REGION1","S01B1","SEHF00I00",1,2059,26.0427427109007
"REGION1","S01B1","SEHF00I00",1,2060,26.3291659568599
"REGION1","S01B1","SEHYDMPH1",1,2015,15.0212216265523
"REGION1","S01B1","SEHYDMPH1",1,2016,13.2417924398554
"REGION1","S01B1","SEHYDMPH1",1,2017,11.2784294751322
"REGION1","S01B1","SEHYDMPH1",1,2018,10.6744600478396
"REGION1","S01B1","SEHYDMPH1",1,2019,10.6313834435939
"REGION1","S01B1","SEHYDMPH1",1,2020,10.3671101375977
"REGION1","S01B1","SEHYDMPH1",1,2021,10.3553720397827
"REGION1","S01B1","SEHYDMPH1",1,2022,10.2528519364132
"REGION1","S01B1","SEHYDMPH1",1,2023,10.072350998314
"REGION1","S01B1","SEHYDMPH1",1,2024,9.93282266579558
"REGION1","S01B1","SEHYDMPH1",1,2025,9.7150034355863
"REGION1","S01B1","SEHYDMPH1",1,2026,9.68781755809959
"REGION1","S01B1","SEHYDMPH1",1,2027,9.57863110106534
"REGION1","S01B1","SEHYDMPH1",1,2028,9.53422565555751
"REGION1","S01B1","SEHYDMPH1",1,2029,9.1261606513271
"REGION1","S01B1","SEHYDMPH1",1,2030,8.95717633749926
"REGION1","S01B1","SEHYDMPH1",1,2031,8.92484120012198
"REGION1","S01B1","SEHYDMPH1",1,2032,8.75181499412198
"REGION1","S01B1","SEHYDMPH1",1,2033,8.44158592781222
"REGION1","S01B1","SEHYDMPH1",1,2034,8.2845611853431
"REGION1","S01B1","SEHYDMPH1",1,2035,8.10370588957402
"REGION1","S01B1","SEHYDMPH1",1,2036,7.98233838763738
"REGION1","S01B1","SEHYDMPH1",1,2037,7.83494774431834
"REGION1","S01B1","SEHYDMPH1",1,2038,7.39366170853593
"REGION1","S01B1","SEHYDMPH1",1,2039,7.05757560600154
"REGION1","S01B1","SEHYDMPH1",1,2040,6.92447000624986
"REGION1","S01B1","SEHYDMPH1",1,2041,2.68942092765313
"REGION1","S01B1","SEHYDMPH1",1,2042,6.01144532242906
"REGION1","S01B1","SEHYDMPH1",1,2043,5.89244758740979
"REGION1","S01B1","SEHYDMPH1",1,2044,5.67667698747955
"REGION1","S01B1","SEHYDMPH1",1,2045,5.67667698747955
"REGION1","S01B1","SEHYDMPH1",1,2046,5.61743281454515
"REGION1","S01B1","SEHYDMPH1",1,2047,5.61743281454515
"REGION1","S01B1","SEHYDMPH1",1,2048,5.60857387279795
"REGION1","S01B1","SEHYDMPH1",1,2049,5.53438023566515
"REGION1","S01B1","SEHYDMPH1",1,2050,5.52087034950067
"REGION1","S01B1","SEHYDMPH1",1,2051,5.52087034950067
"REGION1","S01B1","SEHYDMPH1",1,2052,5.28743723446195
"REGION1","S01B1","SEHYDMPH1",1,2053,5.27525618955955
"REGION1","S01B1","SEHYDMPH1",1,2054,4.05502679777834
"REGION1","S01B1","SEHYDMPH1",1,2055,5.07371526481075
"REGION1","S01B1","SEHYDMPH1",1,2056,5.06662811141299
"REGION1","S01B1","SEHYDMPH1",1,2057,5.00029678508083
"REGION1","S01B1","SEHYDMPH1",1,2058,4.86493215518361
"REGION1","S01B1","SEHYDMPH1",1,2059,4.54781526166541
"REGION1","S01B1","SEHYDMPH1",1,2060,4.4544530893271
"REGION1","S01B1","SEHYDMPH2",1,2015,110.525043132242
"REGION1","S01B1","SEHYDMPH2",1,2016,96.0024709953743
"REGION1","S01B1","SEHYDMPH2",1,2017,109.424319620152
"REGION1","S01B1","SEHYDMPH2",1,2018,104.854213046316
"REGION1","S01B1","SEHYDMPH2",1,2019,103.857582099756
"REGION1","S01B1","SEHYDMPH2",1,2020,98.6685654762075
"REGION1","S01B1","SEHYDMPH2",1,2021,89.3057696281033
"REGION1","S01B1","SEHYDMPH2",1,2022,102.130088459052
"REGION1","S01B1","SEHYDMPH2",1,2023,102.130088459052
"REGION1","S01B1","SEHYDMPH2",1,2024,99.6717321242035
"REGION1","S01B1","SEHYDMPH2",1,2025,99.6717321242035
"REGION1","S01B1","SEHYDMPH2",1,2026,99.3672060016435
"REGION1","S01B1","SEHYDMPH2",1,2027,99.0626798790835
"REGION1","S01B1","SEHYDMPH2",1,2028,99.0626798790835
"REGION1","S01B1","SEHYDMPH2",1,2029,96.4592583731251
"REGION1","S01B1","SEHYDMPH2",1,2030,96.1137596449843
"REGION1","S01B1","SEHYDMPH2",1,2031,94.951245014208
"REGION1","S01B1","SEHYDMPH2",1,2032,92.4829223698944
"REGION1","S01B1","SEHYDMPH2",1,2033,87.7566769477632
"REGION1","S01B1","SEHYDMPH2",1,2034,85.0358744636544
"REGION1","S01B1","SEHYDMPH2",1,2035,79.683412596768
"REGION1","S01B1","SEHYDMPH2",1,2036,67.869439740666
"REGION1","S01B1","SEHYDMPH2",1,2037,71.1334264430016
"REGION1","S01B1","SEHYDMPH2",1,2038,59.6684518886222
"REGION1","S01B1","SEHYDMPH2",1,2039,57.0588211019048
"REGION1","S01B1","SEHYDMPH2",1,2040,63.8419637011968
"REGION1","S01B1","SEHYDMPH2",1,2041,57.6617444648064
"REGION1","S01B1","SEHYDMPH2",1,2042,55.1435902731648
"REGION1","S01B1","SEHYDMPH2",1,2043,51.4560557708928
"REGION1","S01B1","SEHYDMPH2",1,2044,40.8564050652975
"REGION1","S01B1","SEHYDMPH2",1,2045,44.1629319775104
"REGION1","S01B1","SEHYDMPH2",1,2046,33.4632488814897
"REGION1","S01B1","SEHYDMPH2",1,2047,41.1531065188992
"REGION1","S01B1","SEHYDMPH2",1,2048,36.8664860809728
"REGION1","S01B1","SEHYDMPH2",1,2049,35.2358871156288
"REGION1","S01B1","SEHYDMPH2",1,2050,33.1872568365888
"REGION1","S01B1","SEHYDMPH2",1,2051,30.8950056595008
"REGION1","S01B1","SEHYDMPH2",1,2052,30.2302163079249
"REGION1","S01B1","SEHYDMPH2",1,2053,26.7534503926848
"REGION1","S01B1","SEHYDMPH2",1,2054,21.6342096346042
"REGION1","S01B1","SEHYDMPH2",1,2055,18.7372154791872
"REGION1","S01B1","SEHYDMPH2",1,2056,14.9765947075008
"REGION1","S01B1","SEHYDMPH2",1,2057,14.6886791007168
"REGION1","S01B1","SEHYDMPH2",1,2058,13.7252691857088
"REGION1","S01B1","SEHYDMPH2",1,2059,12.8504486881728
"REGION1","S01B1","SEHYDMPH2",1,2060,12.0974386396608
"REGION1","S01B1","SEHYDMPH3",1,2015,55.2886554442752
"REGION1","S01B1","SEHYDMPH3",1,2016,44.8663855909741
"REGION1","S01B1","SEHYDMPH3",1,2017,55.2886554442752
"REGION1","S01B1","SEHYDMPH3",1,2018,55.2886554442752
"REGION1","S01B1","SEHYDMPH3",1,2019,49.5728248081557
"REGION1","S01B1","SEHYDMPH3",1,2020,55.2886554442752
"REGION1","S01B1","SEHYDMPH3",1,2021,55.2886554442752
"REGION1","S01B1","SEHYDMPH3",1,2022,30.2637032142957
"REGION1","S01B1","SEHYDMPH3",1,2023,55.2886554442752
"REGION1","S01B1","SEHYDMPH3",1,2024,53.9819615365632
"REGION1","S01B1","SEHYDMPH3",1,2025,53.9819615365632
"REGION1","S01B1","SEHYDMPH3",1,2026,40.9366786492504
"REGION1","S01B1","SEHYDMPH3",1,2027,42.9954721926282
"REGION1","S01B1","SEHYDMPH3",1,2028,53.9819615365632
"REGION1","S01B1","SEHYDMPH3",1,2029,53.9819615365632
"REGION1","S01B1","SEHYDMPH3",1,2030,86.9062629595226
"REGION1","S01B1","SEHYDMPH3",1,2031,88.9373635628605
"REGION1","S01B1","SEHYDMPH3",1,2032,85.1105529071692
"REGION1","S01B1","SEHYDMPH3",1,2033,98.2892501981931
"REGION1","S01B1","SEHYDMPH3",1,2034,102.00410907306
"REGION1","S01B1","SEHYDMPH3",1,2035,100.125088055491
"REGION1","S01B1","SEHYDMPH3",1,2036,111.956825888771
"REGION1","S01B1","SEHYDMPH3",1,2037,117.599926536123
"REGION1","S01B1","SEHYDMPH3",1,2038,121.452856529909
"REGION1","S01B1","SEHYDMPH3",1,2039,120.595073775666
"REGION1","S01B1","SEHYDMPH3",1,2040,119.393007064953
"REGION1","S01B1","SEHYDMPH3",1,2041,133.461144299913
