REGION,TIMESLICE,FUEL,YEAR,VALUE
"REGION1","S04B3","SEE2",2053,8.0425442385
"REGION1","S04B3","SEE2",2054,8.076124828
"REGION1","S04B3","SEE2",2055,8.1098165655
"REGION1","S04B3","SEE2",2056,8.13519999
"REGION1","S04B3","SEE2",2057,8.160652882
"REGION1","S04B3","SEE2",2058,8.186189135
"REGION1","S04B3","SEE2",2059,8.2117948555
"REGION1","S04B3","SEE2",2060,8.237483937
"REGION1","S05B1","SEE2",2015,11.7439413657
"REGION1","S05B1","SEE2",2016,11.8665019861
"REGION1","S05B1","SEE2",2017,11.9890893198
"REGION1","S05B1","SEE2",2018,12.1116766535
"REGION1","S05B1","SEE2",2019,12.2342372739
"REGION1","S05B1","SEE2",2020,12.3568246076
"REGION1","S05B1","SEE2",2021,12.4339993313
"REGION1","S05B1","SEE2",2022,12.511174055
"REGION1","S05B1","SEE2",2023,12.5883487787
"REGION1","S05B1","SEE2",2024,12.6655235024
"REGION1","S05B1","SEE2",2025,12.7426982261
"REGION1","S05B1","SEE2",2026,12.8337371525
"REGION1","S05B1","SEE2",2027,12.9247760789
"REGION1","S05B1","SEE2",2028,13.0158150053
"REGION1","S05B1","SEE2",2029,13.1068539317
"REGION1","S05B1","SEE2",2030,13.1978928581
"REGION1","S05B1","SEE2",2031,13.2726099582
"REGION1","S05B1","SEE2",2032,13.3473270583
"REGION1","S05B1","SEE2",2033,13.4220174451
"REGION1","S05B1","SEE2",2034,13.4967345452
"REGION1","S05B1","SEE2",2035,13.5714516453
"REGION1","S05B1","SEE2",2036,13.6580027373
"REGION1","S05B1","SEE2",2037,13.7445805426
"REGION1","S05B1","SEE2",2038,13.8311583479
"REGION1","S05B1","SEE2",2039,13.9177094399
"REGION1","S05B1","SEE2",2040,14.0042872452
"REGION1","S05B1","SEE2",2041,14.1384948644
"REGION1","S05B1","SEE2",2042,14.2727024836
"REGION1","S05B1","SEE2",2043,14.4069101028
"REGION1","S05B1","SEE2",2044,14.541117722
"REGION1","S05B1","SEE2",2045,14.6753520545
"REGION1","S05B1","SEE2",2046,14.7945735124
"REGION1","S05B1","SEE2",2047,14.9137949703
"REGION1","S05B1","SEE2",2048,15.0330164282
"REGION1","S05B1","SEE2",2049,15.1522378861
"REGION1","S05B1","SEE2",2050,15.271459344
"REGION1","S05B1","SEE2",2051,15.3352507044
"REGION1","S05B1","SEE2",2052,15.3992824845
"REGION1","S05B1","SEE2",2053,15.4635546843
"REGION1","S05B1","SEE2",2054,15.5281207304
"REGION1","S05B1","SEE2",2055,15.5929004829
"REGION1","S05B1","SEE2",2056,15.641705682
"REGION1","S05B1","SEE2",2057,15.6906444476
"REGION1","S05B1","SEE2",2058,15.739743493
"REGION1","S05B1","SEE2",2059,15.7889761049
"REGION1","S05B1","SEE2",2060,15.8383689966
"REGION1","S05B2","SEE2",2015,36.9607530654
"REGION1","S05B2","SEE2",2016,37.3464781542
"REGION1","S05B2","SEE2",2017,37.7322873156
"REGION1","S05B2","SEE2",2018,38.118096477
"REGION1","S05B2","SEE2",2019,38.5038215658
"REGION1","S05B2","SEE2",2020,38.8896307272
"REGION1","S05B2","SEE2",2021,39.1325164686
"REGION1","S05B2","SEE2",2022,39.37540221
"REGION1","S05B2","SEE2",2023,39.6182879514
"REGION1","S05B2","SEE2",2024,39.8611736928
"REGION1","S05B2","SEE2",2025,40.1040594342
"REGION1","S05B2","SEE2",2026,40.390578855
"REGION1","S05B2","SEE2",2027,40.6770982758
"REGION1","S05B2","SEE2",2028,40.9636176966
"REGION1","S05B2","SEE2",2029,41.2501371174
"REGION1","S05B2","SEE2",2030,41.5366565382
"REGION1","S05B2","SEE2",2031,41.7718076004
"REGION1","S05B2","SEE2",2032,42.0069586626
"REGION1","S05B2","SEE2",2033,42.2420256522
"REGION1","S05B2","SEE2",2034,42.4771767144
"REGION1","S05B2","SEE2",2035,42.7123277766
"REGION1","S05B2","SEE2",2036,42.9847230006
"REGION1","S05B2","SEE2",2037,43.2572022972
"REGION1","S05B2","SEE2",2038,43.5296815938
"REGION1","S05B2","SEE2",2039,43.8020768178
"REGION1","S05B2","SEE2",2040,44.0745561144
"REGION1","S05B2","SEE2",2041,44.4969368568
"REGION1","S05B2","SEE2",2042,44.9193175992
"REGION1","S05B2","SEE2",2043,45.3416983416
"REGION1","S05B2","SEE2",2044,45.764079084
"REGION1","S05B2","SEE2",2045,46.186543899
"REGION1","S05B2","SEE2",2046,46.5617599128
"REGION1","S05B2","SEE2",2047,46.9369759266
"REGION1","S05B2","SEE2",2048,47.3121919404
"REGION1","S05B2","SEE2",2049,47.6874079542
"REGION1","S05B2","SEE2",2050,48.062623968
"REGION1","S05B2","SEE2",2051,48.2633893368
"REGION1","S05B2","SEE2",2052,48.464911359
"REGION1","S05B2","SEE2",2053,48.6671900346
"REGION1","S05B2","SEE2",2054,48.8703935088
"REGION1","S05B2","SEE2",2055,49.0742695638
"REGION1","S05B2","SEE2",2056,49.227870204
"REGION1","S05B2","SEE2",2057,49.3818912072
"REGION1","S05B2","SEE2",2058,49.536416646
"REGION1","S05B2","SEE2",2059,49.6913624478
"REGION1","S05B2","SEE2",2060,49.8468126852
"REGION1","S05B3","SEE2",2015,6.5484937695
"REGION1","S05B3","SEE2",2016,6.6168343235
"REGION1","S05B3","SEE2",2017,6.685189773
"REGION1","S05B3","SEE2",2018,6.7535452225
"REGION1","S05B3","SEE2",2019,6.8218857765
"REGION1","S05B3","SEE2",2020,6.890241226
"REGION1","S05B3","SEE2",2021,6.9332743255
"REGION1","S05B3","SEE2",2022,6.976307425
"REGION1","S05B3","SEE2",2023,7.0193405245
"REGION1","S05B3","SEE2",2024,7.062373624
"REGION1","S05B3","SEE2",2025,7.1054067235
"REGION1","S05B3","SEE2",2026,7.1561705875
"REGION1","S05B3","SEE2",2027,7.2069344515
"REGION1","S05B3","SEE2",2028,7.2576983155
"REGION1","S05B3","SEE2",2029,7.3084621795
"REGION1","S05B3","SEE2",2030,7.3592260435
"REGION1","S05B3","SEE2",2031,7.400888757
"REGION1","S05B3","SEE2",2032,7.4425514705
"REGION1","S05B3","SEE2",2033,7.4841992885
"REGION1","S05B3","SEE2",2034,7.525862002
"REGION1","S05B3","SEE2",2035,7.5675247155
"REGION1","S05B3","SEE2",2036,7.6157861355
"REGION1","S05B3","SEE2",2037,7.664062451
"REGION1","S05B3","SEE2",2038,7.7123387665
"REGION1","S05B3","SEE2",2039,7.7606001865
"REGION1","S05B3","SEE2",2040,7.808876502
"REGION1","S05B3","SEE2",2041,7.883711494
"REGION1","S05B3","SEE2",2042,7.958546486
"REGION1","S05B3","SEE2",2043,8.033381478
"REGION1","S05B3","SEE2",2044,8.10821647
"REGION1","S05B3","SEE2",2045,8.1830663575
"REGION1","S05B3","SEE2",2046,8.249544974
"REGION1","S05B3","SEE2",2047,8.3160235905
"REGION1","S05B3","SEE2",2048,8.382502207
"REGION1","S05B3","SEE2",2049,8.4489808235
"REGION1","S05B3","SEE2",2050,8.51545944
"REGION1","S05B3","SEE2",2051,8.551029894
"REGION1","S05B3","SEE2",2052,8.5867344075
"REGION1","S05B3","SEE2",2053,8.6225729805
"REGION1","S05B3","SEE2",2054,8.658575404
"REGION1","S05B3","SEE2",2055,8.6946969915
"REGION1","S05B3","SEE2",2056,8.72191107
"REGION1","S05B3","SEE2",2057,8.749199626
"REGION1","S05B3","SEE2",2058,8.776577555
"REGION1","S05B3","SEE2",2059,8.8040299615
"REGION1","S05B3","SEE2",2060,8.831571741
