REGION,TECHNOLOGY,EMISSION,MODE_OF_OPERATION,YEAR,VALUE
"REGION1","SEppBC002","CO2",1,2025,-23272.03428
"REGION1","SEppBC002","CO2",1,2026,-23528.03454
"REGION1","SEppBC002","CO2",1,2027,-23786.83275
"REGION1","SEppBC002","CO2",1,2028,-24048.47757
"REGION1","SEppBC002","CO2",1,2029,-24313.01766
"REGION1","SEppBC002","CO2",1,2030,-24580.3557
"REGION1","SEppBC002","CO2",1,2031,-24850.9053
"REGION1","SEppBC002","CO2",1,2032,-25124.1312
"REGION1","SEppBC002","CO2",1,2033,-25400.52
"REGION1","SEppBC002","CO2",1,2034,-25680.0717
"REGION1","SEppBC002","CO2",1,2035,-25962.543
"REGION1","SEppBC002","CO2",1,2036,-26248.1772
"REGION1","SEppBC002","CO2",1,2037,-26536.731
"REGION1","SEppBC002","CO2",1,2038,-26828.691
"REGION1","SEppBC002","CO2",1,2039,-27123.8139
"REGION1","SEppBC002","CO2",1,2040,-27422.0997
"REGION1","SEppBC002","CO2",1,2041,-27723.7917
"REGION1","SEppBC002","CO2",1,2042,-28028.6466
"REGION1","SEppBC002","CO2",1,2043,-28337.151
"REGION1","SEppBC002","CO2",1,2044,-28648.8183
"REGION1","SEppBC002","CO2",1,2045,-28963.8918
"REGION1","SEppBC002","CO2",1,2046,-29282.6148
"REGION1","SEppBC002","CO2",1,2047,-29604.744
"REGION1","SEppBC002","CO2",1,2048,-29930.2794
"REGION1","SEppBC002","CO2",1,2049,-30259.4643
"REGION1","SEppBC002","CO2",1,2050,-30592.2987
"REGION1","SEppBC002","CO2",1,2051,-30928.7826
"REGION1","SEppBC002","CO2",1,2052,-31269.1593
"REGION1","SEppBC002","CO2",1,2053,-31613.1855
"REGION1","SEppBC002","CO2",1,2054,-31960.8612
"REGION1","SEppBC002","CO2",1,2055,-32312.4297
"REGION1","SEppBC002","CO2",1,2056,-32667.891
"REGION1","SEppBC002","CO2",1,2057,-33027.2451
"REGION1","SEppBC002","CO2",1,2058,-33390.492
"REGION1","SEppBC002","CO2",1,2059,-33757.875
"REGION1","SEppBC002","CO2",1,2060,-34129.1508
